id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max
6138;KLDPTG-Zone 1-Zone 1;KLD;PTG;Zone 1;Zone 1;2.02;1500;3001;5000
6139;NLPBFN-Zone 1-Zone 1;NLP;BFN;Zone 1;Zone 1;1.57;1500;3001;5000
6140;NLPCPT-Zone 1-Zone 1;NLP;CPT;Zone 1;Zone 1;2.14;2700;3001;5000
6141;NLPDUR-Zone 1-Zone 1;NLP;DUR;Zone 1;Zone 1;1.97;1500;3001;5000
6142;NLPELS-Zone 1-Zone 1;NLP;ELS;Zone 1;Zone 1;2.42;2700;3001;5000
6143;NLPGRG-Zone 1-Zone 1;NLP;GRG;Zone 1;Zone 1;2.42;3000;3001;5000
6144;NLPJNB-Zone 1-Zone 1;NLP;JNB;Zone 1;Zone 1;1.4;800;3001;5000
6145;NLPKIM-Zone 1-Zone 1;NLP;KIM;Zone 1;Zone 1;2.19;2035;3001;5000
6146;NLPKLD-Zone 1-Zone 1;NLP;KLD;Zone 1;Zone 1;2.08;1500;3001;5000
6147;NLPNLP-Zone 1-Zone 1;NLP;NLP;Zone 1;Zone 1;0.84;560;3001;5000
6148;NLPPLZ-Zone 1-Zone 1;NLP;PLZ;Zone 1;Zone 1;1.91;2700;3001;5000
6149;NLPPTG-Zone 1-Zone 1;NLP;PTG;Zone 1;Zone 1;1.28;1200;3001;5000
6150;PLZBFN-Zone 1-Zone 1;PLZ;BFN;Zone 1;Zone 1;1.85;1300;3001;5000
6151;PLZCPT-Zone 1-Zone 1;PLZ;CPT;Zone 1;Zone 1;1.91;2035;3001;5000
6152;PLZDUR-Zone 1-Zone 1;PLZ;DUR;Zone 1;Zone 1;1.68;1800;3001;5000
6153;PLZELS-Zone 1-Zone 1;PLZ;ELS;Zone 1;Zone 1;1.28;800;3001;5000
6154;PLZGRG-Zone 1-Zone 1;PLZ;GRG;Zone 1;Zone 1;1.85;1000;3001;5000
6155;PLZJNB-Zone 1-Zone 1;PLZ;JNB;Zone 1;Zone 1;1.86;2035;3001;5000
6156;PLZKIM-Zone 1-Zone 1;PLZ;KIM;Zone 1;Zone 1;2.14;1500;3001;5000
6157;PLZKLD-Zone 1-Zone 1;PLZ;KLD;Zone 1;Zone 1;1.45;2035;3001;5000
6158;PLZNLP-Zone 1-Zone 1;PLZ;NLP;Zone 1;Zone 1;1.91;2700;3001;5000
6159;PLZPLZ-Zone 1-Zone 1;PLZ;PLZ;Zone 1;Zone 1;0.29;356;3001;5000
6160;PLZPTG-Zone 1-Zone 1;PLZ;PTG;Zone 1;Zone 1;1.97;2700;3001;5000
6161;PTGBFN-Zone 1-Zone 1;PTG;BFN;Zone 1;Zone 1;1.57;2000;3001;5000
6162;PTGCPT-Zone 1-Zone 1;PTG;CPT;Zone 1;Zone 1;2.14;2700;3001;5000
6163;PTGDUR-Zone 1-Zone 1;PTG;DUR;Zone 1;Zone 1;1.97;2000;3001;5000
6164;PTGELS-Zone 1-Zone 1;PTG;ELS;Zone 1;Zone 1;2.48;2700;3001;5000
6165;PTGGRG-Zone 1-Zone 1;PTG;GRG;Zone 1;Zone 1;2.48;3000;3001;5000
6166;PTGJNB-Zone 1-Zone 1;PTG;JNB;Zone 1;Zone 1;1.4;1200;3001;5000
6167;PTGKIM-Zone 1-Zone 1;PTG;KIM;Zone 1;Zone 1;1.91;2035;3001;5000
6168;PTGKLD-Zone 1-Zone 1;PTG;KLD;Zone 1;Zone 1;2.02;1500;3001;5000
6169;PTGNLP-Zone 1-Zone 1;PTG;NLP;Zone 1;Zone 1;1.28;1200;3001;5000
6170;PTGPLZ-Zone 1-Zone 1;PTG;PLZ;Zone 1;Zone 1;1.97;2700;3001;5000
6171;PTGPTG-Zone 1-Zone 1;PTG;PTG;Zone 1;Zone 1;0.84;560;3001;5000
6172;BFNBFN-Zone 2-Zone 1;BFN;BFN;Zone 2;Zone 1;1.11;866;3001;5000
6173;BFNCPT-Zone 2-Zone 1;BFN;CPT;Zone 2;Zone 1;1.83;2106;3001;5000
6174;BFNDUR-Zone 2-Zone 1;BFN;DUR;Zone 2;Zone 1;1.72;1806;3001;5000
6175;BFNELS-Zone 2-Zone 1;BFN;ELS;Zone 2;Zone 1;2.23;1606;3001;5000
6176;BFNGRG-Zone 2-Zone 1;BFN;GRG;Zone 2;Zone 1;2.34;1806;3001;5000
6177;BFNJNB-Zone 2-Zone 1;BFN;JNB;Zone 2;Zone 1;1.72;1806;3001;5000
6178;BFNKIM-Zone 2-Zone 1;BFN;KIM;Zone 2;Zone 1;1.6;1106;3001;5000
6179;BFNKLD-Zone 2-Zone 1;BFN;KLD;Zone 2;Zone 1;1.66;1306;3001;5000
6180;BFNNLP-Zone 2-Zone 1;BFN;NLP;Zone 2;Zone 1;1.89;1806;3001;5000
6181;BFNPLZ-Zone 2-Zone 1;BFN;PLZ;Zone 2;Zone 1;2.17;1606;3001;5000
6182;BFNPTG-Zone 2-Zone 1;BFN;PTG;Zone 2;Zone 1;1.89;2306;3001;5000
6183;CPTBFN-Zone 2-Zone 1;CPT;BFN;Zone 2;Zone 1;1.83;2106;3001;5000
6184;CPTCPT-Zone 2-Zone 1;CPT;CPT;Zone 2;Zone 1;0.4;425;3001;5000
6185;CPTDUR-Zone 2-Zone 1;CPT;DUR;Zone 2;Zone 1;1.77;2456;3001;5000
6186;CPTELS-Zone 2-Zone 1;CPT;ELS;Zone 2;Zone 1;2.17;2606;3001;5000
6187;CPTGRG-Zone 2-Zone 1;CPT;GRG;Zone 2;Zone 1;2.51;1706;3001;5000
6188;CPTJNB-Zone 2-Zone 1;CPT;JNB;Zone 2;Zone 1;2.18;2341;3001;5000
6189;CPTKIM-Zone 2-Zone 1;CPT;KIM;Zone 2;Zone 1;2.34;2106;3001;5000
6190;CPTKLD-Zone 2-Zone 1;CPT;KLD;Zone 2;Zone 1;1.94;1306;3001;5000
6191;CPTNLP-Zone 2-Zone 1;CPT;NLP;Zone 2;Zone 1;2.46;3006;3001;5000
6192;CPTPLZ-Zone 2-Zone 1;CPT;PLZ;Zone 2;Zone 1;2.23;2341;3001;5000
6193;CPTPTG-Zone 2-Zone 1;CPT;PTG;Zone 2;Zone 1;2.46;3006;3001;5000
6194;DURBFN-Zone 2-Zone 1;DUR;BFN;Zone 2;Zone 1;1.72;1806;3001;5000
6195;DURCPT-Zone 2-Zone 1;DUR;CPT;Zone 2;Zone 1;1.77;2456;3001;5000
6196;DURDUR-Zone 2-Zone 1;DUR;DUR;Zone 2;Zone 1;0.4;425;3001;5000
6197;DURELS-Zone 2-Zone 1;DUR;ELS;Zone 2;Zone 1;1.94;1806;3001;5000
6198;DURGRG-Zone 2-Zone 1;DUR;GRG;Zone 2;Zone 1;2.4;2456;3001;5000
6199;DURJNB-Zone 2-Zone 1;DUR;JNB;Zone 2;Zone 1;1.01;1509;3001;5000
6200;DURKIM-Zone 2-Zone 1;DUR;KIM;Zone 2;Zone 1;2.46;2006;3001;5000
6201;DURKLD-Zone 2-Zone 1;DUR;KLD;Zone 2;Zone 1;2.17;1806;3001;5000
6202;DURNLP-Zone 2-Zone 1;DUR;NLP;Zone 2;Zone 1;2.29;1806;3001;5000
6203;DURPLZ-Zone 2-Zone 1;DUR;PLZ;Zone 2;Zone 1;2;2106;3001;5000
6204;DURPTG-Zone 2-Zone 1;DUR;PTG;Zone 2;Zone 1;2.29;2306;3001;5000
6205;ELSBFN-Zone 2-Zone 1;ELS;BFN;Zone 2;Zone 1;2.23;1606;3001;5000
6206;ELSCPT-Zone 2-Zone 1;ELS;CPT;Zone 2;Zone 1;2.17;2606;3001;5000
6207;ELSDUR-Zone 2-Zone 1;ELS;DUR;Zone 2;Zone 1;1.94;1806;3001;5000
6208;ELSELS-Zone 2-Zone 1;ELS;ELS;Zone 2;Zone 1;1.22;866;3001;5000
6209;ELSGRG-Zone 2-Zone 1;ELS;GRG;Zone 2;Zone 1;2.17;1306;3001;5000
6210;ELSJNB-Zone 2-Zone 1;ELS;JNB;Zone 2;Zone 1;2.34;2606;3001;5000
6211;ELSKIM-Zone 2-Zone 1;ELS;KIM;Zone 2;Zone 1;2.91;1806;3001;5000
6212;ELSKLD-Zone 2-Zone 1;ELS;KLD;Zone 2;Zone 1;2.4;2341;3001;5000
6213;ELSNLP-Zone 2-Zone 1;ELS;NLP;Zone 2;Zone 1;2.74;3006;3001;5000
6214;ELSPLZ-Zone 2-Zone 1;ELS;PLZ;Zone 2;Zone 1;1.6;1106;3001;5000
6215;ELSPTG-Zone 2-Zone 1;ELS;PTG;Zone 2;Zone 1;2.8;3006;3001;5000
6216;GRGBFN-Zone 2-Zone 1;GRG;BFN;Zone 2;Zone 1;2.34;1806;3001;5000
6217;GRGCPT-Zone 2-Zone 1;GRG;CPT;Zone 2;Zone 1;2.51;1706;3001;5000
6218;GRGDUR-Zone 2-Zone 1;GRG;DUR;Zone 2;Zone 1;2.4;2456;3001;5000
6219;GRGELS-Zone 2-Zone 1;GRG;ELS;Zone 2;Zone 1;2.17;1306;3001;5000
6220;GRGGRG-Zone 2-Zone 1;GRG;GRG;Zone 2;Zone 1;1.22;866;3001;5000
6221;GRGJNB-Zone 2-Zone 1;GRG;JNB;Zone 2;Zone 1;2.66;2806;3001;5000
6222;GRGKIM-Zone 2-Zone 1;GRG;KIM;Zone 2;Zone 1;2.57;2106;3001;5000
6223;GRGKLD-Zone 2-Zone 1;GRG;KLD;Zone 2;Zone 1;2.66;2341;3001;5000
6224;GRGNLP-Zone 2-Zone 1;GRG;NLP;Zone 2;Zone 1;2.74;3306;3001;5000
6225;GRGPLZ-Zone 2-Zone 1;GRG;PLZ;Zone 2;Zone 1;2.17;1306;3001;5000
6226;GRGPTG-Zone 2-Zone 1;GRG;PTG;Zone 2;Zone 1;2.8;3306;3001;5000
6227;JNBBFN-Zone 2-Zone 1;JNB;BFN;Zone 2;Zone 1;1.72;1806;3001;5000
6228;JNBCPT-Zone 2-Zone 1;JNB;CPT;Zone 2;Zone 1;2.18;2341;3001;5000
6229;JNBDUR-Zone 2-Zone 1;JNB;DUR;Zone 2;Zone 1;1.06;1509;3001;5000
6230;JNBELS-Zone 2-Zone 1;JNB;ELS;Zone 2;Zone 1;2.34;2606;3001;5000
6231;JNBGRG-Zone 2-Zone 1;JNB;GRG;Zone 2;Zone 1;2.66;2806;3001;5000
6232;JNBJNB-Zone 2-Zone 1;JNB;JNB;Zone 2;Zone 1;0.38;425;3001;5000
6233;JNBKIM-Zone 2-Zone 1;JNB;KIM;Zone 2;Zone 1;2.23;2006;3001;5000
6234;JNBKLD-Zone 2-Zone 1;JNB;KLD;Zone 2;Zone 1;1.6;1306;3001;5000
6235;JNBNLP-Zone 2-Zone 1;JNB;NLP;Zone 2;Zone 1;1.72;1106;3001;5000
6236;JNBPLZ-Zone 2-Zone 1;JNB;PLZ;Zone 2;Zone 1;2.18;2341;3001;5000
6237;JNBPTG-Zone 2-Zone 1;JNB;PTG;Zone 2;Zone 1;1.72;1506;3001;5000
6238;KIMBFN-Zone 2-Zone 1;KIM;BFN;Zone 2;Zone 1;1.6;1106;3001;5000
6239;KIMCPT-Zone 2-Zone 1;KIM;CPT;Zone 2;Zone 1;2.34;2106;3001;5000
6240;KIMDUR-Zone 2-Zone 1;KIM;DUR;Zone 2;Zone 1;2.46;2006;3001;5000
6241;KIMELS-Zone 2-Zone 1;KIM;ELS;Zone 2;Zone 1;2.91;1806;3001;5000
6242;KIMGRG-Zone 2-Zone 1;KIM;GRG;Zone 2;Zone 1;2.57;2106;3001;5000
6243;KIMJNB-Zone 2-Zone 1;KIM;JNB;Zone 2;Zone 1;2.23;2006;3001;5000
6244;KIMKIM-Zone 2-Zone 1;KIM;KIM;Zone 2;Zone 1;1.22;866;3001;5000
6245;KIMKLD-Zone 2-Zone 1;KIM;KLD;Zone 2;Zone 1;2.51;1306;3001;5000
6246;KIMNLP-Zone 2-Zone 1;KIM;NLP;Zone 2;Zone 1;2.51;2341;3001;5000
6247;KIMPLZ-Zone 2-Zone 1;KIM;PLZ;Zone 2;Zone 1;2.46;1806;3001;5000
6248;KIMPTG-Zone 2-Zone 1;KIM;PTG;Zone 2;Zone 1;2.23;2341;3001;5000
6249;KLDBFN-Zone 2-Zone 1;KLD;BFN;Zone 2;Zone 1;1.66;1306;3001;5000
6250;KLDCPT-Zone 2-Zone 1;KLD;CPT;Zone 2;Zone 1;1.94;1306;3001;5000
6251;KLDDUR-Zone 2-Zone 1;KLD;DUR;Zone 2;Zone 1;2.17;1806;3001;5000
6252;KLDELS-Zone 2-Zone 1;KLD;ELS;Zone 2;Zone 1;2.4;2341;3001;5000
6253;KLDGRG-Zone 2-Zone 1;KLD;GRG;Zone 2;Zone 1;2.66;2341;3001;5000
6254;KLDJNB-Zone 2-Zone 1;KLD;JNB;Zone 2;Zone 1;1.6;1306;3001;5000
6255;KLDKIM-Zone 2-Zone 1;KLD;KIM;Zone 2;Zone 1;2.51;1306;3001;5000
6256;KLDKLD-Zone 2-Zone 1;KLD;KLD;Zone 2;Zone 1;1.11;866;3001;5000
6257;KLDNLP-Zone 2-Zone 1;KLD;NLP;Zone 2;Zone 1;2.4;1806;3001;5000
6258;KLDPLZ-Zone 2-Zone 1;KLD;PLZ;Zone 2;Zone 1;1.77;2341;3001;5000
6259;KLDPTG-Zone 2-Zone 1;KLD;PTG;Zone 2;Zone 1;2.34;1806;3001;5000
6260;NLPBFN-Zone 2-Zone 1;NLP;BFN;Zone 2;Zone 1;1.89;1806;3001;5000
6261;NLPCPT-Zone 2-Zone 1;NLP;CPT;Zone 2;Zone 1;2.46;3006;3001;5000
6262;NLPDUR-Zone 2-Zone 1;NLP;DUR;Zone 2;Zone 1;2.29;1806;3001;5000
6263;NLPELS-Zone 2-Zone 1;NLP;ELS;Zone 2;Zone 1;2.74;3006;3001;5000
6264;NLPGRG-Zone 2-Zone 1;NLP;GRG;Zone 2;Zone 1;2.74;3306;3001;5000
6265;NLPJNB-Zone 2-Zone 1;NLP;JNB;Zone 2;Zone 1;1.72;1106;3001;5000
6266;NLPKIM-Zone 2-Zone 1;NLP;KIM;Zone 2;Zone 1;2.51;2341;3001;5000
6267;NLPKLD-Zone 2-Zone 1;NLP;KLD;Zone 2;Zone 1;2.4;1806;3001;5000
6268;NLPNLP-Zone 2-Zone 1;NLP;NLP;Zone 2;Zone 1;1.16;866;3001;5000
6269;NLPPLZ-Zone 2-Zone 1;NLP;PLZ;Zone 2;Zone 1;2.23;3006;3001;5000
6270;NLPPTG-Zone 2-Zone 1;NLP;PTG;Zone 2;Zone 1;1.6;1506;3001;5000
6271;PLZBFN-Zone 2-Zone 1;PLZ;BFN;Zone 2;Zone 1;2.17;1606;3001;5000
6272;PLZCPT-Zone 2-Zone 1;PLZ;CPT;Zone 2;Zone 1;2.23;2341;3001;5000
6273;PLZDUR-Zone 2-Zone 1;PLZ;DUR;Zone 2;Zone 1;2;2106;3001;5000
6274;PLZELS-Zone 2-Zone 1;PLZ;ELS;Zone 2;Zone 1;1.6;1106;3001;5000
6275;PLZGRG-Zone 2-Zone 1;PLZ;GRG;Zone 2;Zone 1;2.17;1306;3001;5000
6276;PLZJNB-Zone 2-Zone 1;PLZ;JNB;Zone 2;Zone 1;2.18;2341;3001;5000
6277;PLZKIM-Zone 2-Zone 1;PLZ;KIM;Zone 2;Zone 1;2.46;1806;3001;5000
6278;PLZKLD-Zone 2-Zone 1;PLZ;KLD;Zone 2;Zone 1;1.77;2341;3001;5000
6279;PLZNLP-Zone 2-Zone 1;PLZ;NLP;Zone 2;Zone 1;2.23;3006;3001;5000
6280;PLZPLZ-Zone 2-Zone 1;PLZ;PLZ;Zone 2;Zone 1;0.4;425;3001;5000
6281;PLZPTG-Zone 2-Zone 1;PLZ;PTG;Zone 2;Zone 1;2.29;3006;3001;5000
6282;PTGBFN-Zone 2-Zone 1;PTG;BFN;Zone 2;Zone 1;1.89;2306;3001;5000
6283;PTGCPT-Zone 2-Zone 1;PTG;CPT;Zone 2;Zone 1;2.46;3006;3001;5000
6284;PTGDUR-Zone 2-Zone 1;PTG;DUR;Zone 2;Zone 1;2.29;2306;3001;5000
6285;PTGELS-Zone 2-Zone 1;PTG;ELS;Zone 2;Zone 1;2.8;3006;3001;5000
6286;PTGGRG-Zone 2-Zone 1;PTG;GRG;Zone 2;Zone 1;2.8;3306;3001;5000
6287;PTGJNB-Zone 2-Zone 1;PTG;JNB;Zone 2;Zone 1;1.72;1506;3001;5000
6288;PTGKIM-Zone 2-Zone 1;PTG;KIM;Zone 2;Zone 1;2.23;2341;3001;5000
6289;PTGKLD-Zone 2-Zone 1;PTG;KLD;Zone 2;Zone 1;2.34;1806;3001;5000
6290;PTGNLP-Zone 2-Zone 1;PTG;NLP;Zone 2;Zone 1;1.6;1506;3001;5000
6291;PTGPLZ-Zone 2-Zone 1;PTG;PLZ;Zone 2;Zone 1;2.29;3006;3001;5000
6292;PTGPTG-Zone 2-Zone 1;PTG;PTG;Zone 2;Zone 1;1.16;866;3001;5000
6293;BFNBFN-Zone 3-Zone 1;BFN;BFN;Zone 3;Zone 1;1.48;1202;3001;5000
6294;BFNCPT-Zone 3-Zone 1;BFN;CPT;Zone 3;Zone 1;2.2;2442;3001;5000
6295;BFNDUR-Zone 3-Zone 1;BFN;DUR;Zone 3;Zone 1;2.09;2142;3001;5000
6296;BFNELS-Zone 3-Zone 1;BFN;ELS;Zone 3;Zone 1;2.6;1942;3001;5000
6297;BFNGRG-Zone 3-Zone 1;BFN;GRG;Zone 3;Zone 1;2.71;2142;3001;5000
6298;BFNJNB-Zone 3-Zone 1;BFN;JNB;Zone 3;Zone 1;2.09;2142;3001;5000
6299;BFNKIM-Zone 3-Zone 1;BFN;KIM;Zone 3;Zone 1;1.97;1442;3001;5000
6300;BFNKLD-Zone 3-Zone 1;BFN;KLD;Zone 3;Zone 1;2.03;1642;3001;5000
6301;BFNNLP-Zone 3-Zone 1;BFN;NLP;Zone 3;Zone 1;2.26;2142;3001;5000
6302;BFNPLZ-Zone 3-Zone 1;BFN;PLZ;Zone 3;Zone 1;2.54;1942;3001;5000
6303;BFNPTG-Zone 3-Zone 1;BFN;PTG;Zone 3;Zone 1;2.26;2642;3001;5000
6304;CPTBFN-Zone 3-Zone 1;CPT;BFN;Zone 3;Zone 1;2.2;2442;3001;5000
6305;CPTCPT-Zone 3-Zone 1;CPT;CPT;Zone 3;Zone 1;0.67;695;3001;5000
6306;CPTDUR-Zone 3-Zone 1;CPT;DUR;Zone 3;Zone 1;2.14;2792;3001;5000
6307;CPTELS-Zone 3-Zone 1;CPT;ELS;Zone 3;Zone 1;2.54;2942;3001;5000
6308;CPTGRG-Zone 3-Zone 1;CPT;GRG;Zone 3;Zone 1;2.88;2042;3001;5000
6309;CPTJNB-Zone 3-Zone 1;CPT;JNB;Zone 3;Zone 1;2.55;2677;3001;5000
6310;CPTKIM-Zone 3-Zone 1;CPT;KIM;Zone 3;Zone 1;2.71;2442;3001;5000
6311;CPTKLD-Zone 3-Zone 1;CPT;KLD;Zone 3;Zone 1;2.31;1642;3001;5000
6312;CPTNLP-Zone 3-Zone 1;CPT;NLP;Zone 3;Zone 1;2.83;3342;3001;5000
6313;CPTPLZ-Zone 3-Zone 1;CPT;PLZ;Zone 3;Zone 1;2.6;2677;3001;5000
6314;CPTPTG-Zone 3-Zone 1;CPT;PTG;Zone 3;Zone 1;2.83;3342;3001;5000
6315;DURBFN-Zone 3-Zone 1;DUR;BFN;Zone 3;Zone 1;2.09;2142;3001;5000
6316;DURCPT-Zone 3-Zone 1;DUR;CPT;Zone 3;Zone 1;2.14;2792;3001;5000
6317;DURDUR-Zone 3-Zone 1;DUR;DUR;Zone 3;Zone 1;0.67;695;3001;5000
6318;DURELS-Zone 3-Zone 1;DUR;ELS;Zone 3;Zone 1;2.31;2142;3001;5000
6319;DURGRG-Zone 3-Zone 1;DUR;GRG;Zone 3;Zone 1;2.77;2792;3001;5000
6320;DURJNB-Zone 3-Zone 1;DUR;JNB;Zone 3;Zone 1;1.26;1733;3001;5000
6321;DURKIM-Zone 3-Zone 1;DUR;KIM;Zone 3;Zone 1;2.83;2342;3001;5000
6322;DURKLD-Zone 3-Zone 1;DUR;KLD;Zone 3;Zone 1;2.54;2142;3001;5000
6323;DURNLP-Zone 3-Zone 1;DUR;NLP;Zone 3;Zone 1;2.66;2142;3001;5000
6324;DURPLZ-Zone 3-Zone 1;DUR;PLZ;Zone 3;Zone 1;2.37;2442;3001;5000
6325;DURPTG-Zone 3-Zone 1;DUR;PTG;Zone 3;Zone 1;2.66;2642;3001;5000
6326;ELSBFN-Zone 3-Zone 1;ELS;BFN;Zone 3;Zone 1;2.6;1942;3001;5000
6327;ELSCPT-Zone 3-Zone 1;ELS;CPT;Zone 3;Zone 1;2.54;2942;3001;5000
6328;ELSDUR-Zone 3-Zone 1;ELS;DUR;Zone 3;Zone 1;2.31;2142;3001;5000
6329;ELSELS-Zone 3-Zone 1;ELS;ELS;Zone 3;Zone 1;1.59;1202;3001;5000
6330;ELSGRG-Zone 3-Zone 1;ELS;GRG;Zone 3;Zone 1;2.54;1642;3001;5000
6331;ELSJNB-Zone 3-Zone 1;ELS;JNB;Zone 3;Zone 1;2.71;2942;3001;5000
6332;ELSKIM-Zone 3-Zone 1;ELS;KIM;Zone 3;Zone 1;3.28;2142;3001;5000
6333;ELSKLD-Zone 3-Zone 1;ELS;KLD;Zone 3;Zone 1;2.77;2677;3001;5000
6334;ELSNLP-Zone 3-Zone 1;ELS;NLP;Zone 3;Zone 1;3.11;3342;3001;5000
6335;ELSPLZ-Zone 3-Zone 1;ELS;PLZ;Zone 3;Zone 1;1.97;1442;3001;5000
6336;ELSPTG-Zone 3-Zone 1;ELS;PTG;Zone 3;Zone 1;3.17;3342;3001;5000
6337;GRGBFN-Zone 3-Zone 1;GRG;BFN;Zone 3;Zone 1;2.71;2142;3001;5000
6338;GRGCPT-Zone 3-Zone 1;GRG;CPT;Zone 3;Zone 1;2.88;2042;3001;5000
6339;GRGDUR-Zone 3-Zone 1;GRG;DUR;Zone 3;Zone 1;2.77;2792;3001;5000
6340;GRGELS-Zone 3-Zone 1;GRG;ELS;Zone 3;Zone 1;2.54;1642;3001;5000
6341;GRGGRG-Zone 3-Zone 1;GRG;GRG;Zone 3;Zone 1;1.59;1202;3001;5000
6342;GRGJNB-Zone 3-Zone 1;GRG;JNB;Zone 3;Zone 1;3.03;3142;3001;5000
6343;GRGKIM-Zone 3-Zone 1;GRG;KIM;Zone 3;Zone 1;2.94;2442;3001;5000
6344;GRGKLD-Zone 3-Zone 1;GRG;KLD;Zone 3;Zone 1;3.03;2677;3001;5000
6345;GRGNLP-Zone 3-Zone 1;GRG;NLP;Zone 3;Zone 1;3.11;3642;3001;5000
6346;GRGPLZ-Zone 3-Zone 1;GRG;PLZ;Zone 3;Zone 1;2.54;1642;3001;5000
6347;GRGPTG-Zone 3-Zone 1;GRG;PTG;Zone 3;Zone 1;3.17;3642;3001;5000
6348;JNBBFN-Zone 3-Zone 1;JNB;BFN;Zone 3;Zone 1;2.09;2142;3001;5000
6349;JNBCPT-Zone 3-Zone 1;JNB;CPT;Zone 3;Zone 1;2.55;2677;3001;5000
6350;JNBDUR-Zone 3-Zone 1;JNB;DUR;Zone 3;Zone 1;1.31;1733;3001;5000
6351;JNBELS-Zone 3-Zone 1;JNB;ELS;Zone 3;Zone 1;2.71;2942;3001;5000
6352;JNBGRG-Zone 3-Zone 1;JNB;GRG;Zone 3;Zone 1;3.03;3142;3001;5000
6353;JNBJNB-Zone 3-Zone 1;JNB;JNB;Zone 3;Zone 1;0.65;695;3001;5000
6354;JNBKIM-Zone 3-Zone 1;JNB;KIM;Zone 3;Zone 1;2.6;2342;3001;5000
6355;JNBKLD-Zone 3-Zone 1;JNB;KLD;Zone 3;Zone 1;1.97;1642;3001;5000
6356;JNBNLP-Zone 3-Zone 1;JNB;NLP;Zone 3;Zone 1;2.09;1442;3001;5000
6357;JNBPLZ-Zone 3-Zone 1;JNB;PLZ;Zone 3;Zone 1;2.55;2677;3001;5000
6358;JNBPTG-Zone 3-Zone 1;JNB;PTG;Zone 3;Zone 1;2.09;1842;3001;5000
6359;KIMBFN-Zone 3-Zone 1;KIM;BFN;Zone 3;Zone 1;1.97;1442;3001;5000
6360;KIMCPT-Zone 3-Zone 1;KIM;CPT;Zone 3;Zone 1;2.71;2442;3001;5000
6361;KIMDUR-Zone 3-Zone 1;KIM;DUR;Zone 3;Zone 1;2.83;2342;3001;5000
6362;KIMELS-Zone 3-Zone 1;KIM;ELS;Zone 3;Zone 1;3.28;2142;3001;5000
6363;KIMGRG-Zone 3-Zone 1;KIM;GRG;Zone 3;Zone 1;2.94;2442;3001;5000
6364;KIMJNB-Zone 3-Zone 1;KIM;JNB;Zone 3;Zone 1;2.6;2342;3001;5000
6365;KIMKIM-Zone 3-Zone 1;KIM;KIM;Zone 3;Zone 1;1.59;1202;3001;5000
6366;KIMKLD-Zone 3-Zone 1;KIM;KLD;Zone 3;Zone 1;2.88;1642;3001;5000
6367;KIMNLP-Zone 3-Zone 1;KIM;NLP;Zone 3;Zone 1;2.88;2677;3001;5000
6368;KIMPLZ-Zone 3-Zone 1;KIM;PLZ;Zone 3;Zone 1;2.83;2142;3001;5000
6369;KIMPTG-Zone 3-Zone 1;KIM;PTG;Zone 3;Zone 1;2.6;2677;3001;5000
6370;KLDBFN-Zone 3-Zone 1;KLD;BFN;Zone 3;Zone 1;2.03;1642;3001;5000
6371;KLDCPT-Zone 3-Zone 1;KLD;CPT;Zone 3;Zone 1;2.31;1642;3001;5000
6372;KLDDUR-Zone 3-Zone 1;KLD;DUR;Zone 3;Zone 1;2.54;2142;3001;5000
6373;KLDELS-Zone 3-Zone 1;KLD;ELS;Zone 3;Zone 1;2.77;2677;3001;5000
6374;KLDGRG-Zone 3-Zone 1;KLD;GRG;Zone 3;Zone 1;3.03;2677;3001;5000
6375;KLDJNB-Zone 3-Zone 1;KLD;JNB;Zone 3;Zone 1;1.97;1642;3001;5000
6376;KLDKIM-Zone 3-Zone 1;KLD;KIM;Zone 3;Zone 1;2.88;1642;3001;5000
6377;KLDKLD-Zone 3-Zone 1;KLD;KLD;Zone 3;Zone 1;1.48;1202;3001;5000
6378;KLDNLP-Zone 3-Zone 1;KLD;NLP;Zone 3;Zone 1;2.77;2142;3001;5000
6379;KLDPLZ-Zone 3-Zone 1;KLD;PLZ;Zone 3;Zone 1;2.14;2677;3001;5000
6380;KLDPTG-Zone 3-Zone 1;KLD;PTG;Zone 3;Zone 1;2.71;2142;3001;5000
6381;NLPBFN-Zone 3-Zone 1;NLP;BFN;Zone 3;Zone 1;2.26;2142;3001;5000
6382;NLPCPT-Zone 3-Zone 1;NLP;CPT;Zone 3;Zone 1;2.83;3342;3001;5000
6383;NLPDUR-Zone 3-Zone 1;NLP;DUR;Zone 3;Zone 1;2.66;2142;3001;5000
6384;NLPELS-Zone 3-Zone 1;NLP;ELS;Zone 3;Zone 1;3.11;3342;3001;5000
6385;NLPGRG-Zone 3-Zone 1;NLP;GRG;Zone 3;Zone 1;3.11;3642;3001;5000
6386;NLPJNB-Zone 3-Zone 1;NLP;JNB;Zone 3;Zone 1;2.09;1442;3001;5000
6387;NLPKIM-Zone 3-Zone 1;NLP;KIM;Zone 3;Zone 1;2.88;2677;3001;5000
6388;NLPKLD-Zone 3-Zone 1;NLP;KLD;Zone 3;Zone 1;2.77;2142;3001;5000
6389;NLPNLP-Zone 3-Zone 1;NLP;NLP;Zone 3;Zone 1;1.53;1202;3001;5000
6390;NLPPLZ-Zone 3-Zone 1;NLP;PLZ;Zone 3;Zone 1;2.6;3342;3001;5000
