id;location_string;source;destination;source_zone;destination_zone;eco_rate;eco_min_rate;eco_min;eco_max;exp_rate;exp_min_rate;exp_min;exp_max;mod_of_trans
9705;DURDUR-Zone1-Zone2;DUR;DUR;Zone 1;Zone 2;0.38;425;5001;8000;0.67;638;5001;8000;S
9706;DURELS-Zone1-Zone2;DUR;ELS;Zone 1;Zone 2;1.82;1806;5001;8000;18.76;2181;5001;8000;S
9707;DURGRG-Zone1-Zone2;DUR;GRG;Zone 1;Zone 2;2.25;2456;5001;8000;32.08;2994;5001;8000;S
9708;DURJNB-Zone1-Zone2;DUR;JNB;Zone 1;Zone 2;0.99;1509;5001;8000;1.32;1771;5001;8000;S
9709;DURKIM-Zone1-Zone2;DUR;KIM;Zone 1;Zone 2;2.3;2006;5001;8000;17.85;2431;5001;8000;S
9710;DURKLD-Zone1-Zone2;DUR;KLD;Zone 1;Zone 2;2.04;1806;5001;8000;16.47;2181;5001;8000;S
9711;DURNLP-Zone1-Zone2;DUR;NLP;Zone 1;Zone 2;2.14;1806;5001;8000;16.72;2181;5001;8000;S
9712;DURPLZ-Zone1-Zone2;DUR;PLZ;Zone 1;Zone 2;1.88;2106;5001;8000;18.76;2556;5001;8000;S
9713;DURPTG-Zone1-Zone2;DUR;PTG;Zone 1;Zone 2;2.14;2306;5001;8000;16.72;2806;5001;8000;S
9714;ELSBFN-Zone1-Zone2;ELS;BFN;Zone 1;Zone 2;2.09;1606;5001;8000;18.76;1931;5001;8000;S
9715;ELSCPT-Zone1-Zone2;ELS;CPT;Zone 1;Zone 2;2.04;2606;5001;8000;18.76;3181;5001;8000;S
9716;ELSDUR-Zone1-Zone2;ELS;DUR;Zone 1;Zone 2;1.82;1806;5001;8000;18.76;2181;5001;8000;S
9717;ELSELS-Zone1-Zone2;ELS;ELS;Zone 1;Zone 2;1.15;866;5001;8000;2.31;1006;5001;8000;S
9718;ELSGRG-Zone1-Zone2;ELS;GRG;Zone 1;Zone 2;2.04;1306;5001;8000;37.21;1556;5001;8000;S
9719;ELSJNB-Zone1-Zone2;ELS;JNB;Zone 1;Zone 2;2.19;2606;5001;8000;18.76;3181;5001;8000;S
9720;ELSKIM-Zone1-Zone2;ELS;KIM;Zone 1;Zone 2;2.72;1806;5001;8000;22.99;2181;5001;8000;S
9721;ELSKLD-Zone1-Zone2;ELS;KLD;Zone 1;Zone 2;2.25;2341;5001;8000;21.6;2850;5001;8000;S
9722;ELSNLP-Zone1-Zone2;ELS;NLP;Zone 1;Zone 2;2.56;3006;5001;8000;21.85;3681;5001;8000;S
9723;ELSPLZ-Zone1-Zone2;ELS;PLZ;Zone 1;Zone 2;1.51;1106;5001;8000;11.86;1306;5001;8000;S
9724;ELSPTG-Zone1-Zone2;ELS;PTG;Zone 1;Zone 2;2.62;3006;5001;8000;21.85;3681;5001;8000;S
9725;GRGBFN-Zone1-Zone2;GRG;BFN;Zone 1;Zone 2;2.19;1806;5001;8000;37.21;2181;5001;8000;S
9726;GRGCPT-Zone1-Zone2;GRG;CPT;Zone 1;Zone 2;2.35;1706;5001;8000;37.21;2056;5001;8000;S
9727;GRGDUR-Zone1-Zone2;GRG;DUR;Zone 1;Zone 2;2.25;2456;5001;8000;32.08;2994;5001;8000;S
9728;GRGELS-Zone1-Zone2;GRG;ELS;Zone 1;Zone 2;2.04;1306;5001;8000;37.21;1556;5001;8000;S
9729;GRGGRG-Zone1-Zone2;GRG;GRG;Zone 1;Zone 2;1.15;866;5001;8000;2.31;1006;5001;8000;S
9730;GRGJNB-Zone1-Zone2;GRG;JNB;Zone 1;Zone 2;2.48;2806;5001;8000;18.76;3431;5001;8000;S
9731;GRGKIM-Zone1-Zone2;GRG;KIM;Zone 1;Zone 2;2.41;2106;5001;8000;22.99;2556;5001;8000;S
9732;GRGKLD-Zone1-Zone2;GRG;KLD;Zone 1;Zone 2;2.48;2341;5001;8000;21.6;2850;5001;8000;S
9733;GRGNLP-Zone1-Zone2;GRG;NLP;Zone 1;Zone 2;2.56;3306;5001;8000;21.85;4056;5001;8000;S
9734;GRGPLZ-Zone1-Zone2;GRG;PLZ;Zone 1;Zone 2;2.04;1306;5001;8000;37.21;1556;5001;8000;S
9735;GRGPTG-Zone1-Zone2;GRG;PTG;Zone 1;Zone 2;2.62;3306;5001;8000;21.85;4056;5001;8000;S
9736;JNBBFN-Zone1-Zone2;JNB;BFN;Zone 1;Zone 2;1.61;1806;5001;8000;18.76;2181;5001;8000;S
9737;JNBCPT-Zone1-Zone2;JNB;CPT;Zone 1;Zone 2;2.04;2341;5001;8000;2.77;2850;5001;8000;S
9738;JNBDUR-Zone1-Zone2;JNB;DUR;Zone 1;Zone 2;0.99;1509;5001;8000;1.32;1771;5001;8000;S
9739;JNBELS-Zone1-Zone2;JNB;ELS;Zone 1;Zone 2;2.19;2606;5001;8000;18.76;3181;5001;8000;S
9740;JNBGRG-Zone1-Zone2;JNB;GRG;Zone 1;Zone 2;2.48;2806;5001;8000;18.76;3431;5001;8000;S
9741;JNBJNB-Zone1-Zone2;JNB;JNB;Zone 1;Zone 2;0.37;425;5001;8000;0.67;638;5001;8000;S
9742;JNBKIM-Zone1-Zone2;JNB;KIM;Zone 1;Zone 2;2.09;2006;5001;8000;4.54;2431;5001;8000;S
9743;JNBKLD-Zone1-Zone2;JNB;KLD;Zone 1;Zone 2;1.51;1306;5001;8000;3.16;1556;5001;8000;S
9744;JNBNLP-Zone1-Zone2;JNB;NLP;Zone 1;Zone 2;1.61;1106;5001;8000;3.41;1306;5001;8000;S
9745;JNBPLZ-Zone1-Zone2;JNB;PLZ;Zone 1;Zone 2;2.04;2341;5001;8000;2.77;2850;5001;8000;S
9746;JNBPTG-Zone1-Zone2;JNB;PTG;Zone 1;Zone 2;1.61;1506;5001;8000;3.41;1806;5001;8000;S
9747;KIMBFN-Zone1-Zone2;KIM;BFN;Zone 1;Zone 2;1.51;1106;5001;8000;22.99;1306;5001;8000;S
9748;KIMCPT-Zone1-Zone2;KIM;CPT;Zone 1;Zone 2;2.19;2106;5001;8000;22.99;2556;5001;8000;S
9749;KIMDUR-Zone1-Zone2;KIM;DUR;Zone 1;Zone 2;2.3;2006;5001;8000;17.85;2431;5001;8000;S
9750;KIMELS-Zone1-Zone2;KIM;ELS;Zone 1;Zone 2;2.72;1806;5001;8000;22.99;2181;5001;8000;S
9751;KIMGRG-Zone1-Zone2;KIM;GRG;Zone 1;Zone 2;2.41;2106;5001;8000;22.99;2556;5001;8000;S
9752;KIMJNB-Zone1-Zone2;KIM;JNB;Zone 1;Zone 2;2.09;2006;5001;8000;4.54;2431;5001;8000;S
9753;KIMKIM-Zone1-Zone2;KIM;KIM;Zone 1;Zone 2;1.15;866;5001;8000;2.31;1006;5001;8000;S
9754;KIMKLD-Zone1-Zone2;KIM;KLD;Zone 1;Zone 2;2.35;1306;5001;8000;5.17;1556;5001;8000;S
9755;KIMNLP-Zone1-Zone2;KIM;NLP;Zone 1;Zone 2;2.35;2341;5001;8000;7.63;2850;5001;8000;S
9756;KIMPLZ-Zone1-Zone2;KIM;PLZ;Zone 1;Zone 2;2.3;1806;5001;8000;22.99;2181;5001;8000;S
9757;KIMPTG-Zone1-Zone2;KIM;PTG;Zone 1;Zone 2;2.09;2341;5001;8000;7.63;2850;5001;8000;S
9758;KLDBFN-Zone1-Zone2;KLD;BFN;Zone 1;Zone 2;1.56;1306;5001;8000;21.6;1556;5001;8000;S
9759;KLDCPT-Zone1-Zone2;KLD;CPT;Zone 1;Zone 2;1.82;1306;5001;8000;21.6;1556;5001;8000;S
9760;KLDDUR-Zone1-Zone2;KLD;DUR;Zone 1;Zone 2;2.04;1806;5001;8000;16.47;2181;5001;8000;S
9761;KLDELS-Zone1-Zone2;KLD;ELS;Zone 1;Zone 2;2.25;2341;5001;8000;21.6;2850;5001;8000;S
9762;KLDGRG-Zone1-Zone2;KLD;GRG;Zone 1;Zone 2;2.48;2341;5001;8000;21.6;2850;5001;8000;S
9763;KLDJNB-Zone1-Zone2;KLD;JNB;Zone 1;Zone 2;1.51;1306;5001;8000;3.16;1556;5001;8000;S
9764;KLDKIM-Zone1-Zone2;KLD;KIM;Zone 1;Zone 2;2.35;1306;5001;8000;5.17;1556;5001;8000;S
9765;KLDKLD-Zone1-Zone2;KLD;KLD;Zone 1;Zone 2;1.05;866;5001;8000;2.06;1006;5001;8000;S
9766;KLDNLP-Zone1-Zone2;KLD;NLP;Zone 1;Zone 2;2.25;1806;5001;8000;6.24;2181;5001;8000;S
9767;KLDPLZ-Zone1-Zone2;KLD;PLZ;Zone 1;Zone 2;1.67;2341;5001;8000;21.6;2850;5001;8000;S
9768;KLDPTG-Zone1-Zone2;KLD;PTG;Zone 1;Zone 2;2.19;1806;5001;8000;6.24;2181;5001;8000;S
9769;NLPBFN-Zone1-Zone2;NLP;BFN;Zone 1;Zone 2;1.77;1806;5001;8000;21.85;2181;5001;8000;S
9770;NLPCPT-Zone1-Zone2;NLP;CPT;Zone 1;Zone 2;2.3;3006;5001;8000;21.85;3681;5001;8000;S
9771;NLPDUR-Zone1-Zone2;NLP;DUR;Zone 1;Zone 2;2.14;1806;5001;8000;16.72;2181;5001;8000;S
9772;NLPELS-Zone1-Zone2;NLP;ELS;Zone 1;Zone 2;2.56;3006;5001;8000;21.85;3681;5001;8000;S
9773;NLPGRG-Zone1-Zone2;NLP;GRG;Zone 1;Zone 2;2.56;3306;5001;8000;21.85;4056;5001;8000;S
9774;NLPJNB-Zone1-Zone2;NLP;JNB;Zone 1;Zone 2;1.61;1106;5001;8000;3.41;1306;5001;8000;S
9775;NLPKIM-Zone1-Zone2;NLP;KIM;Zone 1;Zone 2;2.35;2341;5001;8000;7.63;2850;5001;8000;S
9776;NLPKLD-Zone1-Zone2;NLP;KLD;Zone 1;Zone 2;2.25;1806;5001;8000;6.24;2181;5001;8000;S
9777;NLPNLP-Zone1-Zone2;NLP;NLP;Zone 1;Zone 2;1.1;866;5001;8000;2.19;1006;5001;8000;S
9778;NLPPLZ-Zone1-Zone2;NLP;PLZ;Zone 1;Zone 2;2.09;3006;5001;8000;21.85;3681;5001;8000;S
9779;NLPPTG-Zone1-Zone2;NLP;PTG;Zone 1;Zone 2;1.51;1506;5001;8000;6.49;1806;5001;8000;S
9780;PLZBFN-Zone1-Zone2;PLZ;BFN;Zone 1;Zone 2;2.04;1606;5001;8000;18.76;1931;5001;8000;S
9781;PLZCPT-Zone1-Zone2;PLZ;CPT;Zone 1;Zone 2;2.09;2341;5001;8000;18.76;2850;5001;8000;S
9782;PLZDUR-Zone1-Zone2;PLZ;DUR;Zone 1;Zone 2;1.88;2106;5001;8000;18.76;2556;5001;8000;S
9783;PLZELS-Zone1-Zone2;PLZ;ELS;Zone 1;Zone 2;1.51;1106;5001;8000;11.86;1306;5001;8000;S
9784;PLZGRG-Zone1-Zone2;PLZ;GRG;Zone 1;Zone 2;2.04;1306;5001;8000;37.21;1556;5001;8000;S
9785;PLZJNB-Zone1-Zone2;PLZ;JNB;Zone 1;Zone 2;2.04;2341;5001;8000;2.77;2850;5001;8000;S
9786;PLZKIM-Zone1-Zone2;PLZ;KIM;Zone 1;Zone 2;2.3;1806;5001;8000;22.99;2181;5001;8000;S
9787;PLZKLD-Zone1-Zone2;PLZ;KLD;Zone 1;Zone 2;1.67;2341;5001;8000;21.6;2850;5001;8000;S
9788;PLZNLP-Zone1-Zone2;PLZ;NLP;Zone 1;Zone 2;2.09;3006;5001;8000;21.85;3681;5001;8000;S
9789;PLZPLZ-Zone1-Zone2;PLZ;PLZ;Zone 1;Zone 2;0.38;425;5001;8000;0.67;638;5001;8000;S
9790;PLZPTG-Zone1-Zone2;PLZ;PTG;Zone 1;Zone 2;2.14;3006;5001;8000;21.85;3681;5001;8000;S
9791;PTGBFN-Zone1-Zone2;PTG;BFN;Zone 1;Zone 2;1.77;2306;5001;8000;21.85;2806;5001;8000;S
9792;PTGCPT-Zone1-Zone2;PTG;CPT;Zone 1;Zone 2;2.3;3006;5001;8000;21.85;3681;5001;8000;S
9793;PTGDUR-Zone1-Zone2;PTG;DUR;Zone 1;Zone 2;2.14;2306;5001;8000;16.72;2806;5001;8000;S
9794;PTGELS-Zone1-Zone2;PTG;ELS;Zone 1;Zone 2;2.62;3006;5001;8000;21.85;3681;5001;8000;S
9795;PTGGRG-Zone1-Zone2;PTG;GRG;Zone 1;Zone 2;2.62;3306;5001;8000;21.85;4056;5001;8000;S
9796;PTGJNB-Zone1-Zone2;PTG;JNB;Zone 1;Zone 2;1.61;1506;5001;8000;3.41;1806;5001;8000;S
9797;PTGKIM-Zone1-Zone2;PTG;KIM;Zone 1;Zone 2;2.09;2341;5001;8000;7.63;2850;5001;8000;S
9798;PTGKLD-Zone1-Zone2;PTG;KLD;Zone 1;Zone 2;2.19;1806;5001;8000;6.24;2181;5001;8000;S
9799;PTGNLP-Zone1-Zone2;PTG;NLP;Zone 1;Zone 2;1.51;1506;5001;8000;6.49;1806;5001;8000;S
9800;PTGPLZ-Zone1-Zone2;PTG;PLZ;Zone 1;Zone 2;2.14;3006;5001;8000;21.85;3681;5001;8000;S
9801;PTGPTG-Zone1-Zone2;PTG;PTG;Zone 1;Zone 2;1.1;866;5001;8000;2.19;1006;5001;8000;S
9802;BFNBFN-Zone2-Zone2;BFN;BFN;Zone 2;Zone 2;1.37;1172;5001;8000;2.38;1312;5001;8000;S
9803;BFNCPT-Zone2-Zone2;BFN;CPT;Zone 2;Zone 2;2.04;2412;5001;8000;19.08;2862;5001;8000;S
9804;BFNDUR-Zone2-Zone2;BFN;DUR;Zone 2;Zone 2;1.93;2112;5001;8000;13.95;2487;5001;8000;S
9805;BFNELS-Zone2-Zone2;BFN;ELS;Zone 2;Zone 2;2.41;1912;5001;8000;19.08;2237;5001;8000;S
9806;BFNGRG-Zone2-Zone2;BFN;GRG;Zone 2;Zone 2;2.51;2112;5001;8000;37.53;2487;5001;8000;S
9807;BFNJNB-Zone2-Zone2;BFN;JNB;Zone 2;Zone 2;1.93;2112;5001;8000;19.08;2487;5001;8000;S
9808;BFNKIM-Zone2-Zone2;BFN;KIM;Zone 2;Zone 2;1.83;1412;5001;8000;23.31;1612;5001;8000;S
9809;BFNKLD-Zone2-Zone2;BFN;KLD;Zone 2;Zone 2;1.88;1612;5001;8000;21.92;1862;5001;8000;S
9810;BFNNLP-Zone2-Zone2;BFN;NLP;Zone 2;Zone 2;2.09;2112;5001;8000;22.17;2487;5001;8000;S
9811;BFNPLZ-Zone2-Zone2;BFN;PLZ;Zone 2;Zone 2;2.36;1912;5001;8000;19.08;2237;5001;8000;S
9812;BFNPTG-Zone2-Zone2;BFN;PTG;Zone 2;Zone 2;2.09;2612;5001;8000;22.17;3112;5001;8000;S
9813;CPTBFN-Zone2-Zone2;CPT;BFN;Zone 2;Zone 2;2.04;2412;5001;8000;19.08;2862;5001;8000;S
9814;CPTCPT-Zone2-Zone2;CPT;CPT;Zone 2;Zone 2;0.49;494;5001;8000;0.78;707;5001;8000;S
9815;CPTDUR-Zone2-Zone2;CPT;DUR;Zone 2;Zone 2;1.99;2762;5001;8000;14.63;3300;5001;8000;S
9816;CPTELS-Zone2-Zone2;CPT;ELS;Zone 2;Zone 2;2.36;2912;5001;8000;19.08;3487;5001;8000;S
9817;CPTGRG-Zone2-Zone2;CPT;GRG;Zone 2;Zone 2;2.67;2012;5001;8000;37.53;2362;5001;8000;S
9818;CPTJNB-Zone2-Zone2;CPT;JNB;Zone 2;Zone 2;2.36;2647;5001;8000;3.09;3156;5001;8000;S
9819;CPTKIM-Zone2-Zone2;CPT;KIM;Zone 2;Zone 2;2.51;2412;5001;8000;23.31;2862;5001;8000;S
9820;CPTKLD-Zone2-Zone2;CPT;KLD;Zone 2;Zone 2;2.14;1612;5001;8000;21.92;1862;5001;8000;S
9821;CPTNLP-Zone2-Zone2;CPT;NLP;Zone 2;Zone 2;2.62;3312;5001;8000;22.17;3987;5001;8000;S
9822;CPTPLZ-Zone2-Zone2;CPT;PLZ;Zone 2;Zone 2;2.41;2647;5001;8000;19.08;3156;5001;8000;S
9823;CPTPTG-Zone2-Zone2;CPT;PTG;Zone 2;Zone 2;2.62;3312;5001;8000;22.17;3987;5001;8000;S
9824;DURBFN-Zone2-Zone2;DUR;BFN;Zone 2;Zone 2;1.93;2112;5001;8000;13.95;2487;5001;8000;S
9825;DURCPT-Zone2-Zone2;DUR;CPT;Zone 2;Zone 2;1.99;2762;5001;8000;14.63;3300;5001;8000;S
9826;DURDUR-Zone2-Zone2;DUR;DUR;Zone 2;Zone 2;0.49;494;5001;8000;0.78;707;5001;8000;S
9827;DURELS-Zone2-Zone2;DUR;ELS;Zone 2;Zone 2;2.14;2112;5001;8000;19.08;2487;5001;8000;S
9828;DURGRG-Zone2-Zone2;DUR;GRG;Zone 2;Zone 2;2.57;2762;5001;8000;32.4;3300;5001;8000;S
9829;DURJNB-Zone2-Zone2;DUR;JNB;Zone 2;Zone 2;1.2;1713;5001;8000;1.53;1975;5001;8000;S
9830;DURKIM-Zone2-Zone2;DUR;KIM;Zone 2;Zone 2;2.62;2312;5001;8000;18.17;2737;5001;8000;S
9831;DURKLD-Zone2-Zone2;DUR;KLD;Zone 2;Zone 2;2.36;2112;5001;8000;16.79;2487;5001;8000;S
9832;DURNLP-Zone2-Zone2;DUR;NLP;Zone 2;Zone 2;2.46;2112;5001;8000;17.04;2487;5001;8000;S
9833;DURPLZ-Zone2-Zone2;DUR;PLZ;Zone 2;Zone 2;2.2;2412;5001;8000;19.08;2862;5001;8000;S
9834;DURPTG-Zone2-Zone2;DUR;PTG;Zone 2;Zone 2;2.46;2612;5001;8000;17.04;3112;5001;8000;S
9835;ELSBFN-Zone2-Zone2;ELS;BFN;Zone 2;Zone 2;2.41;1912;5001;8000;19.08;2237;5001;8000;S
9836;ELSCPT-Zone2-Zone2;ELS;CPT;Zone 2;Zone 2;2.36;2912;5001;8000;19.08;3487;5001;8000;S
9837;ELSDUR-Zone2-Zone2;ELS;DUR;Zone 2;Zone 2;2.14;2112;5001;8000;19.08;2487;5001;8000;S
9838;ELSELS-Zone2-Zone2;ELS;ELS;Zone 2;Zone 2;1.47;1172;5001;8000;2.63;1312;5001;8000;S
9839;ELSGRG-Zone2-Zone2;ELS;GRG;Zone 2;Zone 2;2.36;1612;5001;8000;37.53;1862;5001;8000;S
9840;ELSJNB-Zone2-Zone2;ELS;JNB;Zone 2;Zone 2;2.51;2912;5001;8000;19.08;3487;5001;8000;S
9841;ELSKIM-Zone2-Zone2;ELS;KIM;Zone 2;Zone 2;3.04;2112;5001;8000;23.31;2487;5001;8000;S
9842;ELSKLD-Zone2-Zone2;ELS;KLD;Zone 2;Zone 2;2.57;2647;5001;8000;21.92;3156;5001;8000;S
9843;ELSNLP-Zone2-Zone2;ELS;NLP;Zone 2;Zone 2;2.88;3312;5001;8000;22.17;3987;5001;8000;S
9844;ELSPLZ-Zone2-Zone2;ELS;PLZ;Zone 2;Zone 2;1.83;1412;5001;8000;12.18;1612;5001;8000;S
9845;ELSPTG-Zone2-Zone2;ELS;PTG;Zone 2;Zone 2;2.94;3312;5001;8000;22.17;3987;5001;8000;S
9846;GRGBFN-Zone2-Zone2;GRG;BFN;Zone 2;Zone 2;2.51;2112;5001;8000;37.53;2487;5001;8000;S
9847;GRGCPT-Zone2-Zone2;GRG;CPT;Zone 2;Zone 2;2.67;2012;5001;8000;37.53;2362;5001;8000;S
9848;GRGDUR-Zone2-Zone2;GRG;DUR;Zone 2;Zone 2;2.57;2762;5001;8000;32.4;3300;5001;8000;S
9849;GRGELS-Zone2-Zone2;GRG;ELS;Zone 2;Zone 2;2.36;1612;5001;8000;37.53;1862;5001;8000;S
9850;GRGGRG-Zone2-Zone2;GRG;GRG;Zone 2;Zone 2;1.47;1172;5001;8000;2.63;1312;5001;8000;S
9851;GRGJNB-Zone2-Zone2;GRG;JNB;Zone 2;Zone 2;2.8;3112;5001;8000;19.08;3737;5001;8000;S
9852;GRGKIM-Zone2-Zone2;GRG;KIM;Zone 2;Zone 2;2.73;2412;5001;8000;23.31;2862;5001;8000;S
9853;GRGKLD-Zone2-Zone2;GRG;KLD;Zone 2;Zone 2;2.8;2647;5001;8000;21.92;3156;5001;8000;S
9854;GRGNLP-Zone2-Zone2;GRG;NLP;Zone 2;Zone 2;2.88;3612;5001;8000;22.17;4362;5001;8000;S
9855;GRGPLZ-Zone2-Zone2;GRG;PLZ;Zone 2;Zone 2;2.36;1612;5001;8000;37.53;1862;5001;8000;S
9856;GRGPTG-Zone2-Zone2;GRG;PTG;Zone 2;Zone 2;2.94;3612;5001;8000;22.17;4362;5001;8000;S
9857;JNBBFN-Zone2-Zone2;JNB;BFN;Zone 2;Zone 2;1.93;2112;5001;8000;19.08;2487;5001;8000;S
9858;JNBCPT-Zone2-Zone2;JNB;CPT;Zone 2;Zone 2;2.36;2647;5001;8000;3.09;3156;5001;8000;S
9859;JNBDUR-Zone2-Zone2;JNB;DUR;Zone 2;Zone 2;1.2;1713;5001;8000;1.53;1975;5001;8000;S
9860;JNBELS-Zone2-Zone2;JNB;ELS;Zone 2;Zone 2;2.51;2912;5001;8000;19.08;3487;5001;8000;S
9861;JNBGRG-Zone2-Zone2;JNB;GRG;Zone 2;Zone 2;2.8;3112;5001;8000;19.08;3737;5001;8000;S
9862;JNBJNB-Zone2-Zone2;JNB;JNB;Zone 2;Zone 2;0.48;494;5001;8000;0.78;707;5001;8000;S
9863;JNBKIM-Zone2-Zone2;JNB;KIM;Zone 2;Zone 2;2.41;2312;5001;8000;4.86;2737;5001;8000;S
9864;JNBKLD-Zone2-Zone2;JNB;KLD;Zone 2;Zone 2;1.83;1612;5001;8000;3.48;1862;5001;8000;S
9865;JNBNLP-Zone2-Zone2;JNB;NLP;Zone 2;Zone 2;1.93;1412;5001;8000;3.73;1612;5001;8000;S
9866;JNBPLZ-Zone2-Zone2;JNB;PLZ;Zone 2;Zone 2;2.36;2647;5001;8000;3.09;3156;5001;8000;S
9867;JNBPTG-Zone2-Zone2;JNB;PTG;Zone 2;Zone 2;1.93;1812;5001;8000;3.73;2112;5001;8000;S
9868;KIMBFN-Zone2-Zone2;KIM;BFN;Zone 2;Zone 2;1.83;1412;5001;8000;23.31;1612;5001;8000;S
9869;KIMCPT-Zone2-Zone2;KIM;CPT;Zone 2;Zone 2;2.51;2412;5001;8000;23.31;2862;5001;8000;S
9870;KIMDUR-Zone2-Zone2;KIM;DUR;Zone 2;Zone 2;2.62;2312;5001;8000;18.17;2737;5001;8000;S
9871;KIMELS-Zone2-Zone2;KIM;ELS;Zone 2;Zone 2;3.04;2112;5001;8000;23.31;2487;5001;8000;S
9872;KIMGRG-Zone2-Zone2;KIM;GRG;Zone 2;Zone 2;2.73;2412;5001;8000;23.31;2862;5001;8000;S
9873;KIMJNB-Zone2-Zone2;KIM;JNB;Zone 2;Zone 2;2.41;2312;5001;8000;4.86;2737;5001;8000;S
9874;KIMKIM-Zone2-Zone2;KIM;KIM;Zone 2;Zone 2;1.47;1172;5001;8000;2.63;1312;5001;8000;S
9875;KIMKLD-Zone2-Zone2;KIM;KLD;Zone 2;Zone 2;2.67;1612;5001;8000;5.49;1862;5001;8000;S
9876;KIMNLP-Zone2-Zone2;KIM;NLP;Zone 2;Zone 2;2.67;2647;5001;8000;7.95;3156;5001;8000;S
9877;KIMPLZ-Zone2-Zone2;KIM;PLZ;Zone 2;Zone 2;2.62;2112;5001;8000;23.31;2487;5001;8000;S
9878;KIMPTG-Zone2-Zone2;KIM;PTG;Zone 2;Zone 2;2.41;2647;5001;8000;7.95;3156;5001;8000;S
9879;KLDBFN-Zone2-Zone2;KLD;BFN;Zone 2;Zone 2;1.88;1612;5001;8000;21.92;1862;5001;8000;S
9880;KLDCPT-Zone2-Zone2;KLD;CPT;Zone 2;Zone 2;2.14;1612;5001;8000;21.92;1862;5001;8000;S
9881;KLDDUR-Zone2-Zone2;KLD;DUR;Zone 2;Zone 2;2.36;2112;5001;8000;16.79;2487;5001;8000;S
9882;KLDELS-Zone2-Zone2;KLD;ELS;Zone 2;Zone 2;2.57;2647;5001;8000;21.92;3156;5001;8000;S
9883;KLDGRG-Zone2-Zone2;KLD;GRG;Zone 2;Zone 2;2.8;2647;5001;8000;21.92;3156;5001;8000;S
9884;KLDJNB-Zone2-Zone2;KLD;JNB;Zone 2;Zone 2;1.83;1612;5001;8000;3.48;1862;5001;8000;S
9885;KLDKIM-Zone2-Zone2;KLD;KIM;Zone 2;Zone 2;2.67;1612;5001;8000;5.49;1862;5001;8000;S
9886;KLDKLD-Zone2-Zone2;KLD;KLD;Zone 2;Zone 2;1.37;1172;5001;8000;2.38;1312;5001;8000;S
9887;KLDNLP-Zone2-Zone2;KLD;NLP;Zone 2;Zone 2;2.57;2112;5001;8000;6.56;2487;5001;8000;S
9888;KLDPLZ-Zone2-Zone2;KLD;PLZ;Zone 2;Zone 2;1.99;2647;5001;8000;21.92;3156;5001;8000;S
9889;KLDPTG-Zone2-Zone2;KLD;PTG;Zone 2;Zone 2;2.51;2112;5001;8000;6.56;2487;5001;8000;S
9890;NLPBFN-Zone2-Zone2;NLP;BFN;Zone 2;Zone 2;2.09;2112;5001;8000;22.17;2487;5001;8000;S
9891;NLPCPT-Zone2-Zone2;NLP;CPT;Zone 2;Zone 2;2.62;3312;5001;8000;22.17;3987;5001;8000;S
9892;NLPDUR-Zone2-Zone2;NLP;DUR;Zone 2;Zone 2;2.46;2112;5001;8000;17.04;2487;5001;8000;S
9893;NLPELS-Zone2-Zone2;NLP;ELS;Zone 2;Zone 2;2.88;3312;5001;8000;22.17;3987;5001;8000;S
9894;NLPGRG-Zone2-Zone2;NLP;GRG;Zone 2;Zone 2;2.88;3612;5001;8000;22.17;4362;5001;8000;S
9895;NLPJNB-Zone2-Zone2;NLP;JNB;Zone 2;Zone 2;1.93;1412;5001;8000;3.73;1612;5001;8000;S
9896;NLPKIM-Zone2-Zone2;NLP;KIM;Zone 2;Zone 2;2.67;2647;5001;8000;7.95;3156;5001;8000;S
9897;NLPKLD-Zone2-Zone2;NLP;KLD;Zone 2;Zone 2;2.57;2112;5001;8000;6.56;2487;5001;8000;S
9898;NLPNLP-Zone2-Zone2;NLP;NLP;Zone 2;Zone 2;1.42;1172;5001;8000;2.51;1312;5001;8000;S
9899;NLPPLZ-Zone2-Zone2;NLP;PLZ;Zone 2;Zone 2;2.41;3312;5001;8000;22.17;3987;5001;8000;S
9900;NLPPTG-Zone2-Zone2;NLP;PTG;Zone 2;Zone 2;1.83;1812;5001;8000;6.81;2112;5001;8000;S
9901;PLZBFN-Zone2-Zone2;PLZ;BFN;Zone 2;Zone 2;2.36;1912;5001;8000;19.08;2237;5001;8000;S
9902;PLZCPT-Zone2-Zone2;PLZ;CPT;Zone 2;Zone 2;2.41;2647;5001;8000;19.08;3156;5001;8000;S
9903;PLZDUR-Zone2-Zone2;PLZ;DUR;Zone 2;Zone 2;2.2;2412;5001;8000;19.08;2862;5001;8000;S
9904;PLZELS-Zone2-Zone2;PLZ;ELS;Zone 2;Zone 2;1.83;1412;5001;8000;12.18;1612;5001;8000;S
9905;PLZGRG-Zone2-Zone2;PLZ;GRG;Zone 2;Zone 2;2.36;1612;5001;8000;37.53;1862;5001;8000;S
9906;PLZJNB-Zone2-Zone2;PLZ;JNB;Zone 2;Zone 2;2.36;2647;5001;8000;3.09;3156;5001;8000;S
9907;PLZKIM-Zone2-Zone2;PLZ;KIM;Zone 2;Zone 2;2.62;2112;5001;8000;23.31;2487;5001;8000;S
9908;PLZKLD-Zone2-Zone2;PLZ;KLD;Zone 2;Zone 2;1.99;2647;5001;8000;21.92;3156;5001;8000;S
