id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max;ex_rate;ex_min_rate
6699;ELSPTG-Zone 1-Zone 2;ELS;PTG;Zone 1;Zone 2;2.8;3006;3001;5000;2.34;1806
6700;GRGBFN-Zone 1-Zone 2;GRG;BFN;Zone 1;Zone 2;2.34;1806;3001;5000;2.51;1706
6701;GRGCPT-Zone 1-Zone 2;GRG;CPT;Zone 1;Zone 2;2.51;1706;3001;5000;2.4;2456
6702;GRGDUR-Zone 1-Zone 2;GRG;DUR;Zone 1;Zone 2;2.4;2456;3001;5000;2.17;1306
6703;GRGELS-Zone 1-Zone 2;GRG;ELS;Zone 1;Zone 2;2.17;1306;3001;5000;1.22;866
6704;GRGGRG-Zone 1-Zone 2;GRG;GRG;Zone 1;Zone 2;1.22;866;3001;5000;2.66;2806
6705;GRGJNB-Zone 1-Zone 2;GRG;JNB;Zone 1;Zone 2;2.66;2806;3001;5000;2.57;2106
6706;GRGKIM-Zone 1-Zone 2;GRG;KIM;Zone 1;Zone 2;2.57;2106;3001;5000;2.66;2341
6707;GRGKLD-Zone 1-Zone 2;GRG;KLD;Zone 1;Zone 2;2.66;2341;3001;5000;2.74;3306
6708;GRGNLP-Zone 1-Zone 2;GRG;NLP;Zone 1;Zone 2;2.74;3306;3001;5000;2.17;1306
6709;GRGPLZ-Zone 1-Zone 2;GRG;PLZ;Zone 1;Zone 2;2.17;1306;3001;5000;2.8;3306
6710;GRGPTG-Zone 1-Zone 2;GRG;PTG;Zone 1;Zone 2;2.8;3306;3001;5000;1.72;1806
6711;JNBBFN-Zone 1-Zone 2;JNB;BFN;Zone 1;Zone 2;1.72;1806;3001;5000;2.18;2341
6712;JNBCPT-Zone 1-Zone 2;JNB;CPT;Zone 1;Zone 2;2.18;2341;3001;5000;1.06;1509
6713;JNBDUR-Zone 1-Zone 2;JNB;DUR;Zone 1;Zone 2;1.06;1509;3001;5000;2.34;2606
6714;JNBELS-Zone 1-Zone 2;JNB;ELS;Zone 1;Zone 2;2.34;2606;3001;5000;2.66;2806
6715;JNBGRG-Zone 1-Zone 2;JNB;GRG;Zone 1;Zone 2;2.66;2806;3001;5000;0.38;425
6716;JNBJNB-Zone 1-Zone 2;JNB;JNB;Zone 1;Zone 2;0.38;425;3001;5000;2.23;2006
6717;JNBKIM-Zone 1-Zone 2;JNB;KIM;Zone 1;Zone 2;2.23;2006;3001;5000;1.6;1306
6718;JNBKLD-Zone 1-Zone 2;JNB;KLD;Zone 1;Zone 2;1.6;1306;3001;5000;1.72;1106
6719;JNBNLP-Zone 1-Zone 2;JNB;NLP;Zone 1;Zone 2;1.72;1106;3001;5000;2.18;2341
6720;JNBPLZ-Zone 1-Zone 2;JNB;PLZ;Zone 1;Zone 2;2.18;2341;3001;5000;1.72;1506
6721;JNBPTG-Zone 1-Zone 2;JNB;PTG;Zone 1;Zone 2;1.72;1506;3001;5000;1.6;1106
6722;KIMBFN-Zone 1-Zone 2;KIM;BFN;Zone 1;Zone 2;1.6;1106;3001;5000;2.34;2106
6723;KIMCPT-Zone 1-Zone 2;KIM;CPT;Zone 1;Zone 2;2.34;2106;3001;5000;2.46;2006
6724;KIMDUR-Zone 1-Zone 2;KIM;DUR;Zone 1;Zone 2;2.46;2006;3001;5000;2.91;1806
6725;KIMELS-Zone 1-Zone 2;KIM;ELS;Zone 1;Zone 2;2.91;1806;3001;5000;2.57;2106
6726;KIMGRG-Zone 1-Zone 2;KIM;GRG;Zone 1;Zone 2;2.57;2106;3001;5000;2.23;2006
6727;KIMJNB-Zone 1-Zone 2;KIM;JNB;Zone 1;Zone 2;2.23;2006;3001;5000;1.22;866
6728;KIMKIM-Zone 1-Zone 2;KIM;KIM;Zone 1;Zone 2;1.22;866;3001;5000;2.51;1306
6729;KIMKLD-Zone 1-Zone 2;KIM;KLD;Zone 1;Zone 2;2.51;1306;3001;5000;2.51;2341
6730;KIMNLP-Zone 1-Zone 2;KIM;NLP;Zone 1;Zone 2;2.51;2341;3001;5000;2.46;1806
6731;KIMPLZ-Zone 1-Zone 2;KIM;PLZ;Zone 1;Zone 2;2.46;1806;3001;5000;2.23;2341
6732;KIMPTG-Zone 1-Zone 2;KIM;PTG;Zone 1;Zone 2;2.23;2341;3001;5000;1.66;1306
6733;KLDBFN-Zone 1-Zone 2;KLD;BFN;Zone 1;Zone 2;1.66;1306;3001;5000;1.94;1306
6734;KLDCPT-Zone 1-Zone 2;KLD;CPT;Zone 1;Zone 2;1.94;1306;3001;5000;2.17;1806
6735;KLDDUR-Zone 1-Zone 2;KLD;DUR;Zone 1;Zone 2;2.17;1806;3001;5000;2.4;2341
6736;KLDELS-Zone 1-Zone 2;KLD;ELS;Zone 1;Zone 2;2.4;2341;3001;5000;2.66;2341
6737;KLDGRG-Zone 1-Zone 2;KLD;GRG;Zone 1;Zone 2;2.66;2341;3001;5000;1.6;1306
6738;KLDJNB-Zone 1-Zone 2;KLD;JNB;Zone 1;Zone 2;1.6;1306;3001;5000;2.51;1306
6739;KLDKIM-Zone 1-Zone 2;KLD;KIM;Zone 1;Zone 2;2.51;1306;3001;5000;1.11;866
6740;KLDKLD-Zone 1-Zone 2;KLD;KLD;Zone 1;Zone 2;1.11;866;3001;5000;2.4;1806
6741;KLDNLP-Zone 1-Zone 2;KLD;NLP;Zone 1;Zone 2;2.4;1806;3001;5000;1.77;2341
6742;KLDPLZ-Zone 1-Zone 2;KLD;PLZ;Zone 1;Zone 2;1.77;2341;3001;5000;2.34;1806
6743;KLDPTG-Zone 1-Zone 2;KLD;PTG;Zone 1;Zone 2;2.34;1806;3001;5000;1.89;1806
6744;NLPBFN-Zone 1-Zone 2;NLP;BFN;Zone 1;Zone 2;1.89;1806;3001;5000;2.46;3006
6745;NLPCPT-Zone 1-Zone 2;NLP;CPT;Zone 1;Zone 2;2.46;3006;3001;5000;2.29;1806
6746;NLPDUR-Zone 1-Zone 2;NLP;DUR;Zone 1;Zone 2;2.29;1806;3001;5000;2.74;3006
6747;NLPELS-Zone 1-Zone 2;NLP;ELS;Zone 1;Zone 2;2.74;3006;3001;5000;2.74;3306
6748;NLPGRG-Zone 1-Zone 2;NLP;GRG;Zone 1;Zone 2;2.74;3306;3001;5000;1.72;1106
6749;NLPJNB-Zone 1-Zone 2;NLP;JNB;Zone 1;Zone 2;1.72;1106;3001;5000;2.51;2341
6750;NLPKIM-Zone 1-Zone 2;NLP;KIM;Zone 1;Zone 2;2.51;2341;3001;5000;2.4;1806
6751;NLPKLD-Zone 1-Zone 2;NLP;KLD;Zone 1;Zone 2;2.4;1806;3001;5000;1.16;866
6752;NLPNLP-Zone 1-Zone 2;NLP;NLP;Zone 1;Zone 2;1.16;866;3001;5000;2.23;3006
6753;NLPPLZ-Zone 1-Zone 2;NLP;PLZ;Zone 1;Zone 2;2.23;3006;3001;5000;1.6;1506
6754;NLPPTG-Zone 1-Zone 2;NLP;PTG;Zone 1;Zone 2;1.6;1506;3001;5000;2.17;1606
6755;PLZBFN-Zone 1-Zone 2;PLZ;BFN;Zone 1;Zone 2;2.17;1606;3001;5000;2.23;2341
6756;PLZCPT-Zone 1-Zone 2;PLZ;CPT;Zone 1;Zone 2;2.23;2341;3001;5000;2;2106
6757;PLZDUR-Zone 1-Zone 2;PLZ;DUR;Zone 1;Zone 2;2;2106;3001;5000;1.6;1106
6758;PLZELS-Zone 1-Zone 2;PLZ;ELS;Zone 1;Zone 2;1.6;1106;3001;5000;2.17;1306
6759;PLZGRG-Zone 1-Zone 2;PLZ;GRG;Zone 1;Zone 2;2.17;1306;3001;5000;2.18;2341
6760;PLZJNB-Zone 1-Zone 2;PLZ;JNB;Zone 1;Zone 2;2.18;2341;3001;5000;2.46;1806
6761;PLZKIM-Zone 1-Zone 2;PLZ;KIM;Zone 1;Zone 2;2.46;1806;3001;5000;1.77;2341
6762;PLZKLD-Zone 1-Zone 2;PLZ;KLD;Zone 1;Zone 2;1.77;2341;3001;5000;2.23;3006
6763;PLZNLP-Zone 1-Zone 2;PLZ;NLP;Zone 1;Zone 2;2.23;3006;3001;5000;0.4;425
6764;PLZPLZ-Zone 1-Zone 2;PLZ;PLZ;Zone 1;Zone 2;0.4;425;3001;5000;2.29;3006
6765;PLZPTG-Zone 1-Zone 2;PLZ;PTG;Zone 1;Zone 2;2.29;3006;3001;5000;1.89;2306
6766;PTGBFN-Zone 1-Zone 2;PTG;BFN;Zone 1;Zone 2;1.89;2306;3001;5000;2.46;3006
6767;PTGCPT-Zone 1-Zone 2;PTG;CPT;Zone 1;Zone 2;2.46;3006;3001;5000;2.29;2306
6768;PTGDUR-Zone 1-Zone 2;PTG;DUR;Zone 1;Zone 2;2.29;2306;3001;5000;2.8;3006
6769;PTGELS-Zone 1-Zone 2;PTG;ELS;Zone 1;Zone 2;2.8;3006;3001;5000;2.8;3306
6770;PTGGRG-Zone 1-Zone 2;PTG;GRG;Zone 1;Zone 2;2.8;3306;3001;5000;1.72;1506
6771;PTGJNB-Zone 1-Zone 2;PTG;JNB;Zone 1;Zone 2;1.72;1506;3001;5000;2.23;2341
6772;PTGKIM-Zone 1-Zone 2;PTG;KIM;Zone 1;Zone 2;2.23;2341;3001;5000;2.34;1806
6773;PTGKLD-Zone 1-Zone 2;PTG;KLD;Zone 1;Zone 2;2.34;1806;3001;5000;1.6;1506
6774;PTGNLP-Zone 1-Zone 2;PTG;NLP;Zone 1;Zone 2;1.6;1506;3001;5000;2.29;3006
6775;PTGPLZ-Zone 1-Zone 2;PTG;PLZ;Zone 1;Zone 2;2.29;3006;3001;5000;1.16;866
6776;PTGPTG-Zone 1-Zone 2;PTG;PTG;Zone 1;Zone 2;1.16;866;3001;5000;1.43;1172
6777;BFNBFN-Zone 2-Zone 2;BFN;BFN;Zone 2;Zone 2;1.43;1172;3001;5000;2.15;2412
6778;BFNCPT-Zone 2-Zone 2;BFN;CPT;Zone 2;Zone 2;2.15;2412;3001;5000;2.04;2112
6779;BFNDUR-Zone 2-Zone 2;BFN;DUR;Zone 2;Zone 2;2.04;2112;3001;5000;2.55;1912
6780;BFNELS-Zone 2-Zone 2;BFN;ELS;Zone 2;Zone 2;2.55;1912;3001;5000;2.66;2112
6781;BFNGRG-Zone 2-Zone 2;BFN;GRG;Zone 2;Zone 2;2.66;2112;3001;5000;2.04;2112
6782;BFNJNB-Zone 2-Zone 2;BFN;JNB;Zone 2;Zone 2;2.04;2112;3001;5000;1.92;1412
6783;BFNKIM-Zone 2-Zone 2;BFN;KIM;Zone 2;Zone 2;1.92;1412;3001;5000;1.98;1612
6784;BFNKLD-Zone 2-Zone 2;BFN;KLD;Zone 2;Zone 2;1.98;1612;3001;5000;2.21;2112
6785;BFNNLP-Zone 2-Zone 2;BFN;NLP;Zone 2;Zone 2;2.21;2112;3001;5000;2.49;1912
6786;BFNPLZ-Zone 2-Zone 2;BFN;PLZ;Zone 2;Zone 2;2.49;1912;3001;5000;2.21;2612
6787;BFNPTG-Zone 2-Zone 2;BFN;PTG;Zone 2;Zone 2;2.21;2612;3001;5000;2.15;2412
6788;CPTBFN-Zone 2-Zone 2;CPT;BFN;Zone 2;Zone 2;2.15;2412;3001;5000;0.51;494
6789;CPTCPT-Zone 2-Zone 2;CPT;CPT;Zone 2;Zone 2;0.51;494;3001;5000;2.09;2762
6790;CPTDUR-Zone 2-Zone 2;CPT;DUR;Zone 2;Zone 2;2.09;2762;3001;5000;2.49;2912
6791;CPTELS-Zone 2-Zone 2;CPT;ELS;Zone 2;Zone 2;2.49;2912;3001;5000;2.83;2012
6792;CPTGRG-Zone 2-Zone 2;CPT;GRG;Zone 2;Zone 2;2.83;2012;3001;5000;2.5;2647
6793;CPTJNB-Zone 2-Zone 2;CPT;JNB;Zone 2;Zone 2;2.5;2647;3001;5000;2.66;2412
6794;CPTKIM-Zone 2-Zone 2;CPT;KIM;Zone 2;Zone 2;2.66;2412;3001;5000;2.26;1612
6795;CPTKLD-Zone 2-Zone 2;CPT;KLD;Zone 2;Zone 2;2.26;1612;3001;5000;2.78;3312
6796;CPTNLP-Zone 2-Zone 2;CPT;NLP;Zone 2;Zone 2;2.78;3312;3001;5000;2.55;2647
6797;CPTPLZ-Zone 2-Zone 2;CPT;PLZ;Zone 2;Zone 2;2.55;2647;3001;5000;2.78;3312
6798;CPTPTG-Zone 2-Zone 2;CPT;PTG;Zone 2;Zone 2;2.78;3312;3001;5000;2.04;2112
6799;DURBFN-Zone 2-Zone 2;DUR;BFN;Zone 2;Zone 2;2.04;2112;3001;5000;2.09;2762
6800;DURCPT-Zone 2-Zone 2;DUR;CPT;Zone 2;Zone 2;2.09;2762;3001;5000;0.51;494
6801;DURDUR-Zone 2-Zone 2;DUR;DUR;Zone 2;Zone 2;0.51;494;3001;5000;2.26;2112
6802;DURELS-Zone 2-Zone 2;DUR;ELS;Zone 2;Zone 2;2.26;2112;3001;5000;2.72;2762
6803;DURGRG-Zone 2-Zone 2;DUR;GRG;Zone 2;Zone 2;2.72;2762;3001;5000;1.22;1713
6804;DURJNB-Zone 2-Zone 2;DUR;JNB;Zone 2;Zone 2;1.22;1713;3001;5000;2.78;2312
6805;DURKIM-Zone 2-Zone 2;DUR;KIM;Zone 2;Zone 2;2.78;2312;3001;5000;2.49;2112
6806;DURKLD-Zone 2-Zone 2;DUR;KLD;Zone 2;Zone 2;2.49;2112;3001;5000;2.61;2112
6807;DURNLP-Zone 2-Zone 2;DUR;NLP;Zone 2;Zone 2;2.61;2112;3001;5000;2.32;2412
6808;DURPLZ-Zone 2-Zone 2;DUR;PLZ;Zone 2;Zone 2;2.32;2412;3001;5000;2.61;2612
6809;DURPTG-Zone 2-Zone 2;DUR;PTG;Zone 2;Zone 2;2.61;2612;3001;5000;2.55;1912
6810;ELSBFN-Zone 2-Zone 2;ELS;BFN;Zone 2;Zone 2;2.55;1912;3001;5000;2.49;2912
6811;ELSCPT-Zone 2-Zone 2;ELS;CPT;Zone 2;Zone 2;2.49;2912;3001;5000;2.26;2112
6812;ELSDUR-Zone 2-Zone 2;ELS;DUR;Zone 2;Zone 2;2.26;2112;3001;5000;1.54;1172
6813;ELSELS-Zone 2-Zone 2;ELS;ELS;Zone 2;Zone 2;1.54;1172;3001;5000;2.49;1612
6814;ELSGRG-Zone 2-Zone 2;ELS;GRG;Zone 2;Zone 2;2.49;1612;3001;5000;2.66;2912
6815;ELSJNB-Zone 2-Zone 2;ELS;JNB;Zone 2;Zone 2;2.66;2912;3001;5000;3.23;2112
6816;ELSKIM-Zone 2-Zone 2;ELS;KIM;Zone 2;Zone 2;3.23;2112;3001;5000;2.72;2647
6817;ELSKLD-Zone 2-Zone 2;ELS;KLD;Zone 2;Zone 2;2.72;2647;3001;5000;3.06;3312
6818;ELSNLP-Zone 2-Zone 2;ELS;NLP;Zone 2;Zone 2;3.06;3312;3001;5000;1.92;1412
6819;ELSPLZ-Zone 2-Zone 2;ELS;PLZ;Zone 2;Zone 2;1.92;1412;3001;5000;3.12;3312
6820;ELSPTG-Zone 2-Zone 2;ELS;PTG;Zone 2;Zone 2;3.12;3312;3001;5000;2.66;2112
6821;GRGBFN-Zone 2-Zone 2;GRG;BFN;Zone 2;Zone 2;2.66;2112;3001;5000;2.83;2012
6822;GRGCPT-Zone 2-Zone 2;GRG;CPT;Zone 2;Zone 2;2.83;2012;3001;5000;2.72;2762
6823;GRGDUR-Zone 2-Zone 2;GRG;DUR;Zone 2;Zone 2;2.72;2762;3001;5000;2.49;1612
6824;GRGELS-Zone 2-Zone 2;GRG;ELS;Zone 2;Zone 2;2.49;1612;3001;5000;1.54;1172
6825;GRGGRG-Zone 2-Zone 2;GRG;GRG;Zone 2;Zone 2;1.54;1172;3001;5000;2.98;3112
6826;GRGJNB-Zone 2-Zone 2;GRG;JNB;Zone 2;Zone 2;2.98;3112;3001;5000;2.89;2412
6827;GRGKIM-Zone 2-Zone 2;GRG;KIM;Zone 2;Zone 2;2.89;2412;3001;5000;2.98;2647
6828;GRGKLD-Zone 2-Zone 2;GRG;KLD;Zone 2;Zone 2;2.98;2647;3001;5000;3.06;3612
6829;GRGNLP-Zone 2-Zone 2;GRG;NLP;Zone 2;Zone 2;3.06;3612;3001;5000;2.49;1612
6830;GRGPLZ-Zone 2-Zone 2;GRG;PLZ;Zone 2;Zone 2;2.49;1612;3001;5000;3.12;3612
6831;GRGPTG-Zone 2-Zone 2;GRG;PTG;Zone 2;Zone 2;3.12;3612;3001;5000;2.04;2112
6832;JNBBFN-Zone 2-Zone 2;JNB;BFN;Zone 2;Zone 2;2.04;2112;3001;5000;2.5;2647
6833;JNBCPT-Zone 2-Zone 2;JNB;CPT;Zone 2;Zone 2;2.5;2647;3001;5000;1.27;1713
6834;JNBDUR-Zone 2-Zone 2;JNB;DUR;Zone 2;Zone 2;1.27;1713;3001;5000;2.66;2912
6835;JNBELS-Zone 2-Zone 2;JNB;ELS;Zone 2;Zone 2;2.66;2912;3001;5000;2.98;3112
6836;JNBGRG-Zone 2-Zone 2;JNB;GRG;Zone 2;Zone 2;2.98;3112;3001;5000;0.49;494
6837;JNBJNB-Zone 2-Zone 2;JNB;JNB;Zone 2;Zone 2;0.49;494;3001;5000;2.55;2312
6838;JNBKIM-Zone 2-Zone 2;JNB;KIM;Zone 2;Zone 2;2.55;2312;3001;5000;1.92;1612
6839;JNBKLD-Zone 2-Zone 2;JNB;KLD;Zone 2;Zone 2;1.92;1612;3001;5000;2.04;1412
6840;JNBNLP-Zone 2-Zone 2;JNB;NLP;Zone 2;Zone 2;2.04;1412;3001;5000;2.5;2647
6841;JNBPLZ-Zone 2-Zone 2;JNB;PLZ;Zone 2;Zone 2;2.5;2647;3001;5000;2.04;1812
6842;JNBPTG-Zone 2-Zone 2;JNB;PTG;Zone 2;Zone 2;2.04;1812;3001;5000;1.92;1412
6843;KIMBFN-Zone 2-Zone 2;KIM;BFN;Zone 2;Zone 2;1.92;1412;3001;5000;2.66;2412
6844;KIMCPT-Zone 2-Zone 2;KIM;CPT;Zone 2;Zone 2;2.66;2412;3001;5000;2.78;2312
6845;KIMDUR-Zone 2-Zone 2;KIM;DUR;Zone 2;Zone 2;2.78;2312;3001;5000;3.23;2112
6846;KIMELS-Zone 2-Zone 2;KIM;ELS;Zone 2;Zone 2;3.23;2112;3001;5000;2.89;2412
6847;KIMGRG-Zone 2-Zone 2;KIM;GRG;Zone 2;Zone 2;2.89;2412;3001;5000;2.55;2312
6848;KIMJNB-Zone 2-Zone 2;KIM;JNB;Zone 2;Zone 2;2.55;2312;3001;5000;1.54;1172
6849;KIMKIM-Zone 2-Zone 2;KIM;KIM;Zone 2;Zone 2;1.54;1172;3001;5000;2.83;1612
6850;KIMKLD-Zone 2-Zone 2;KIM;KLD;Zone 2;Zone 2;2.83;1612;3001;5000;2.83;2647
6851;KIMNLP-Zone 2-Zone 2;KIM;NLP;Zone 2;Zone 2;2.83;2647;3001;5000;2.78;2112
6852;KIMPLZ-Zone 2-Zone 2;KIM;PLZ;Zone 2;Zone 2;2.78;2112;3001;5000;2.55;2647
6853;KIMPTG-Zone 2-Zone 2;KIM;PTG;Zone 2;Zone 2;2.55;2647;3001;5000;1.98;1612
6854;KLDBFN-Zone 2-Zone 2;KLD;BFN;Zone 2;Zone 2;1.98;1612;3001;5000;2.26;1612
6855;KLDCPT-Zone 2-Zone 2;KLD;CPT;Zone 2;Zone 2;2.26;1612;3001;5000;2.49;2112
6856;KLDDUR-Zone 2-Zone 2;KLD;DUR;Zone 2;Zone 2;2.49;2112;3001;5000;2.72;2647
6857;KLDELS-Zone 2-Zone 2;KLD;ELS;Zone 2;Zone 2;2.72;2647;3001;5000;2.98;2647
6858;KLDGRG-Zone 2-Zone 2;KLD;GRG;Zone 2;Zone 2;2.98;2647;3001;5000;1.92;1612
6859;KLDJNB-Zone 2-Zone 2;KLD;JNB;Zone 2;Zone 2;1.92;1612;3001;5000;2.83;1612
6860;KLDKIM-Zone 2-Zone 2;KLD;KIM;Zone 2;Zone 2;2.83;1612;3001;5000;1.43;1172
6861;KLDKLD-Zone 2-Zone 2;KLD;KLD;Zone 2;Zone 2;1.43;1172;3001;5000;2.72;2112
6862;KLDNLP-Zone 2-Zone 2;KLD;NLP;Zone 2;Zone 2;2.72;2112;3001;5000;2.09;2647
6863;KLDPLZ-Zone 2-Zone 2;KLD;PLZ;Zone 2;Zone 2;2.09;2647;3001;5000;2.66;2112
6864;KLDPTG-Zone 2-Zone 2;KLD;PTG;Zone 2;Zone 2;2.66;2112;3001;5000;2.21;2112
6865;NLPBFN-Zone 2-Zone 2;NLP;BFN;Zone 2;Zone 2;2.21;2112;3001;5000;2.78;3312
6866;NLPCPT-Zone 2-Zone 2;NLP;CPT;Zone 2;Zone 2;2.78;3312;3001;5000;2.61;2112
6867;NLPDUR-Zone 2-Zone 2;NLP;DUR;Zone 2;Zone 2;2.61;2112;3001;5000;3.06;3312
6868;NLPELS-Zone 2-Zone 2;NLP;ELS;Zone 2;Zone 2;3.06;3312;3001;5000;3.06;3612
6869;NLPGRG-Zone 2-Zone 2;NLP;GRG;Zone 2;Zone 2;3.06;3612;3001;5000;2.04;1412
6870;NLPJNB-Zone 2-Zone 2;NLP;JNB;Zone 2;Zone 2;2.04;1412;3001;5000;2.83;2647
6871;NLPKIM-Zone 2-Zone 2;NLP;KIM;Zone 2;Zone 2;2.83;2647;3001;5000;2.72;2112
6872;NLPKLD-Zone 2-Zone 2;NLP;KLD;Zone 2;Zone 2;2.72;2112;3001;5000;1.48;1172
6873;NLPNLP-Zone 2-Zone 2;NLP;NLP;Zone 2;Zone 2;1.48;1172;3001;5000;2.55;3312
6874;NLPPLZ-Zone 2-Zone 2;NLP;PLZ;Zone 2;Zone 2;2.55;3312;3001;5000;1.92;1812
6875;NLPPTG-Zone 2-Zone 2;NLP;PTG;Zone 2;Zone 2;1.92;1812;3001;5000;2.49;1912
6876;PLZBFN-Zone 2-Zone 2;PLZ;BFN;Zone 2;Zone 2;2.49;1912;3001;5000;2.55;2647
6877;PLZCPT-Zone 2-Zone 2;PLZ;CPT;Zone 2;Zone 2;2.55;2647;3001;5000;2.32;2412
6878;PLZDUR-Zone 2-Zone 2;PLZ;DUR;Zone 2;Zone 2;2.32;2412;3001;5000;1.92;1412
6879;PLZELS-Zone 2-Zone 2;PLZ;ELS;Zone 2;Zone 2;1.92;1412;3001;5000;2.49;1612
6880;PLZGRG-Zone 2-Zone 2;PLZ;GRG;Zone 2;Zone 2;2.49;1612;3001;5000;2.5;2647
6881;PLZJNB-Zone 2-Zone 2;PLZ;JNB;Zone 2;Zone 2;2.5;2647;3001;5000;2.78;2112
6882;PLZKIM-Zone 2-Zone 2;PLZ;KIM;Zone 2;Zone 2;2.78;2112;3001;5000;2.09;2647
6883;PLZKLD-Zone 2-Zone 2;PLZ;KLD;Zone 2;Zone 2;2.09;2647;3001;5000;2.55;3312
6884;PLZNLP-Zone 2-Zone 2;PLZ;NLP;Zone 2;Zone 2;2.55;3312;3001;5000;0.51;494
6885;PLZPLZ-Zone 2-Zone 2;PLZ;PLZ;Zone 2;Zone 2;0.51;494;3001;5000;2.61;3312
6886;PLZPTG-Zone 2-Zone 2;PLZ;PTG;Zone 2;Zone 2;2.61;3312;3001;5000;2.21;2612
6887;PTGBFN-Zone 2-Zone 2;PTG;BFN;Zone 2;Zone 2;2.21;2612;3001;5000;2.78;3312
6888;PTGCPT-Zone 2-Zone 2;PTG;CPT;Zone 2;Zone 2;2.78;3312;3001;5000;2.61;2612
6889;PTGDUR-Zone 2-Zone 2;PTG;DUR;Zone 2;Zone 2;2.61;2612;3001;5000;3.12;3312
6890;PTGELS-Zone 2-Zone 2;PTG;ELS;Zone 2;Zone 2;3.12;3312;3001;5000;3.12;3612
6891;PTGGRG-Zone 2-Zone 2;PTG;GRG;Zone 2;Zone 2;3.12;3612;3001;5000;2.04;1812
6892;PTGJNB-Zone 2-Zone 2;PTG;JNB;Zone 2;Zone 2;2.04;1812;3001;5000;2.55;2647
6893;PTGKIM-Zone 2-Zone 2;PTG;KIM;Zone 2;Zone 2;2.55;2647;3001;5000;2.66;2112
6894;PTGKLD-Zone 2-Zone 2;PTG;KLD;Zone 2;Zone 2;2.66;2112;3001;5000;1.92;1812
6895;PTGNLP-Zone 2-Zone 2;PTG;NLP;Zone 2;Zone 2;1.92;1812;3001;5000;2.61;3312
6896;PTGPLZ-Zone 2-Zone 2;PTG;PLZ;Zone 2;Zone 2;2.61;3312;3001;5000;1.48;1172
6897;PTGPTG-Zone 2-Zone 2;PTG;PTG;Zone 2;Zone 2;1.48;1172;3001;5000;1.8;1508
6898;BFNBFN-Zone 3-Zone 2;BFN;BFN;Zone 3;Zone 2;1.8;1508;3001;5000;2.52;2748
6899;BFNCPT-Zone 3-Zone 2;BFN;CPT;Zone 3;Zone 2;2.52;2748;3001;5000;2.41;2448
6900;BFNDUR-Zone 3-Zone 2;BFN;DUR;Zone 3;Zone 2;2.41;2448;3001;5000;2.92;2248
6901;BFNELS-Zone 3-Zone 2;BFN;ELS;Zone 3;Zone 2;2.92;2248;3001;5000;3.03;2448
6902;BFNGRG-Zone 3-Zone 2;BFN;GRG;Zone 3;Zone 2;3.03;2448;3001;5000;2.41;2448
6903;BFNJNB-Zone 3-Zone 2;BFN;JNB;Zone 3;Zone 2;2.41;2448;3001;5000;2.29;1748
6904;BFNKIM-Zone 3-Zone 2;BFN;KIM;Zone 3;Zone 2;2.29;1748;3001;5000;2.35;1948
6905;BFNKLD-Zone 3-Zone 2;BFN;KLD;Zone 3;Zone 2;2.35;1948;3001;5000;2.58;2448
6906;BFNNLP-Zone 3-Zone 2;BFN;NLP;Zone 3;Zone 2;2.58;2448;3001;5000;2.86;2248
6907;BFNPLZ-Zone 3-Zone 2;BFN;PLZ;Zone 3;Zone 2;2.86;2248;3001;5000;2.58;2948
6908;BFNPTG-Zone 3-Zone 2;BFN;PTG;Zone 3;Zone 2;2.58;2948;3001;5000;2.52;2748
6909;CPTBFN-Zone 3-Zone 2;CPT;BFN;Zone 3;Zone 2;2.52;2748;3001;5000;0.78;764
6910;CPTCPT-Zone 3-Zone 2;CPT;CPT;Zone 3;Zone 2;0.78;764;3001;5000;2.46;3098
6911;CPTDUR-Zone 3-Zone 2;CPT;DUR;Zone 3;Zone 2;2.46;3098;3001;5000;2.86;3248
6912;CPTELS-Zone 3-Zone 2;CPT;ELS;Zone 3;Zone 2;2.86;3248;3001;5000;3.2;2348
6913;CPTGRG-Zone 3-Zone 2;CPT;GRG;Zone 3;Zone 2;3.2;2348;3001;5000;2.87;2983
6914;CPTJNB-Zone 3-Zone 2;CPT;JNB;Zone 3;Zone 2;2.87;2983;3001;5000;3.03;2748
6915;CPTKIM-Zone 3-Zone 2;CPT;KIM;Zone 3;Zone 2;3.03;2748;3001;5000;2.63;1948
6916;CPTKLD-Zone 3-Zone 2;CPT;KLD;Zone 3;Zone 2;2.63;1948;3001;5000;3.15;3648
6917;CPTNLP-Zone 3-Zone 2;CPT;NLP;Zone 3;Zone 2;3.15;3648;3001;5000;2.92;2983
6918;CPTPLZ-Zone 3-Zone 2;CPT;PLZ;Zone 3;Zone 2;2.92;2983;3001;5000;3.15;3648
6919;CPTPTG-Zone 3-Zone 2;CPT;PTG;Zone 3;Zone 2;3.15;3648;3001;5000;2.41;2448
6920;DURBFN-Zone 3-Zone 2;DUR;BFN;Zone 3;Zone 2;2.41;2448;3001;5000;2.46;3098
6921;DURCPT-Zone 3-Zone 2;DUR;CPT;Zone 3;Zone 2;2.46;3098;3001;5000;0.78;764
6922;DURDUR-Zone 3-Zone 2;DUR;DUR;Zone 3;Zone 2;0.78;764;3001;5000;2.63;2448
6923;DURELS-Zone 3-Zone 2;DUR;ELS;Zone 3;Zone 2;2.63;2448;3001;5000;3.09;3098
